NM_CLSSFAM	NM_LSSFAM	NM_CLFAM	NM_LFAM	NM_CLRAY	NM_LRAY	NM_CLSEC	NM_LSEC	NM_CLFIL	NM_LFIL
0105071012	INDIEN                        	01050710	PRODUITS ETRANGERS            	010507	SPECIFIQUES                   	0105	EPICERIE                      	01	ELDPH
0105071015	MEXICAIN                      	01050710	PRODUITS ETRANGERS            	010507	SPECIFIQUES                   	0105	EPICERIE                      	01	ELDPH
0105071020	LES ILES                      	01050710	PRODUITS ETRANGERS            	010507	SPECIFIQUES                   	0105	EPICERIE                      	01	ELDPH
0105071025	ESPAGNOL                      	01050710	PRODUITS ETRANGERS            	010507	SPECIFIQUES                   	0105	EPICERIE                      	01	ELDPH
0105071090	HALLAL                        	01050710	PRODUITS ETRANGERS            	010507	SPECIFIQUES                   	0105	EPICERIE                      	01	ELDPH
0105071098	DIR - PRODUITS ETRANGERS      	01050710	PRODUITS ETRANGERS            	010507	SPECIFIQUES                   	0105	EPICERIE                      	01	ELDPH
0105071099	PDV - PRODUITS ETRANGERS      	01050710	PRODUITS ETRANGERS            	010507	SPECIFIQUES                   	0105	EPICERIE                      	01	ELDPH
0105071505	DIETETIQUE                    	01050715	DIETETIQUE                    	010507	SPECIFIQUES                   	0105	EPICERIE                      	01	ELDPH
0105071598	DIR - DIETETIQUE              	01050715	DIETETIQUE                    	010507	SPECIFIQUES                   	0105	EPICERIE                      	01	ELDPH
0105071599	PDV - DIETETIQUE              	01050715	DIETETIQUE                    	010507	SPECIFIQUES                   	0105	EPICERIE                      	01	ELDPH
0105080505	OISEAUX                       	01050805	ALIMENTS ANIMAUX              	010508	ALIMENTS  ANIMAUX             	0105	EPICERIE                      	01	ELDPH
0105080510	RONGEURS                      	01050805	ALIMENTS ANIMAUX              	010508	ALIMENTS  ANIMAUX             	0105	EPICERIE                      	01	ELDPH
0105080515	BASSE COUR                    	01050805	ALIMENTS ANIMAUX              	010508	ALIMENTS  ANIMAUX             	0105	EPICERIE                      	01	ELDPH
0105080520	POISSON                       	01050805	ALIMENTS ANIMAUX              	010508	ALIMENTS  ANIMAUX             	0105	EPICERIE                      	01	ELDPH
0105080598	DIR - ALIMENTS ANIMAUX        	01050805	ALIMENTS ANIMAUX              	010508	ALIMENTS  ANIMAUX             	0105	EPICERIE                      	01	ELDPH
0105080599	PDV - ALIMENTS ANIMAUX        	01050805	ALIMENTS ANIMAUX              	010508	ALIMENTS  ANIMAUX             	0105	EPICERIE                      	01	ELDPH
0105081005	CHAT                          	01050810	CHIEN-CHAT                    	010508	ALIMENTS  ANIMAUX             	0105	EPICERIE                      	01	ELDPH
0105081015	CHIEN                         	01050810	CHIEN-CHAT                    	010508	ALIMENTS  ANIMAUX             	0105	EPICERIE                      	01	ELDPH
0105081098	DIR - CHIEN-CHAT              	01050810	CHIEN-CHAT                    	010508	ALIMENTS  ANIMAUX             	0105	EPICERIE                      	01	ELDPH
0105081099	PDV - CHIEN-CHAT              	01050810	CHIEN-CHAT                    	010508	ALIMENTS  ANIMAUX             	0105	EPICERIE                      	01	ELDPH
0105081505	LITIERE                       	01050815	LITIERE                       	010508	ALIMENTS  ANIMAUX             	0105	EPICERIE                      	01	ELDPH
0105081598	DIR - LITIERE                 	01050815	LITIERE                       	010508	ALIMENTS  ANIMAUX             	0105	EPICERIE                      	01	ELDPH
0105081599	PDV - LITIERE                 	01050815	LITIERE                       	010508	ALIMENTS  ANIMAUX             	0105	EPICERIE                      	01	ELDPH
0105082005	ACCES.P/CHIEN                 	01050820	ACCESSOIRES ANIMAUX           	010508	ALIMENTS  ANIMAUX             	0105	EPICERIE                      	01	ELDPH
0105082010	ACCESSOIRES CHATS             	01050820	ACCESSOIRES ANIMAUX           	010508	ALIMENTS  ANIMAUX             	0105	EPICERIE                      	01	ELDPH
0105082015	ACCESSOIRES OISEAUX           	01050820	ACCESSOIRES ANIMAUX           	010508	ALIMENTS  ANIMAUX             	0105	EPICERIE                      	01	ELDPH
0105082020	ACCESSOIRES POISSON TORTUE    	01050820	ACCESSOIRES ANIMAUX           	010508	ALIMENTS  ANIMAUX             	0105	EPICERIE                      	01	ELDPH
0105082025	ACCESSOIRES RONGEURS          	01050820	ACCESSOIRES ANIMAUX           	010508	ALIMENTS  ANIMAUX             	0105	EPICERIE                      	01	ELDPH
0105082098	DIR - ACCESSOIRES ANIMAUX     	01050820	ACCESSOIRES ANIMAUX           	010508	ALIMENTS  ANIMAUX             	0105	EPICERIE                      	01	ELDPH
0105082099	PDV - ACCESSOIRES ANIMAUX     	01050820	ACCESSOIRES ANIMAUX           	010508	ALIMENTS  ANIMAUX             	0105	EPICERIE                      	01	ELDPH
0105999999	-EPICERIE                     	01059999	-EPICERIE                     	010599	-EPICERIE                     	0105	EPICERIE                      	01	ELDPH
0110100505	BOISSONS GAZEUSES             	01101005	BOISSONS SANS ALCOOL          	011010	BOISSONS                      	0110	LIQUIDES                      	01	ELDPH
0110100510	BOISSONS SPECIFIQUES          	01101005	BOISSONS SANS ALCOOL          	011010	BOISSONS                      	0110	LIQUIDES                      	01	ELDPH
0110100515	BOISSONS PLATES               	01101005	BOISSONS SANS ALCOOL          	011010	BOISSONS                      	0110	LIQUIDES                      	01	ELDPH
0110100598	DIR - BOISSONS SANS ALCOOL    	01101005	BOISSONS SANS ALCOOL          	011010	BOISSONS                      	0110	LIQUIDES                      	01	ELDPH
0110100599	PDV - BOISSONS SANS ALCOOL    	01101005	BOISSONS SANS ALCOOL          	011010	BOISSONS                      	0110	LIQUIDES                      	01	ELDPH
0110101005	BOISSONS A PREPARER           	01101010	SIROPS                        	011010	BOISSONS                      	0110	LIQUIDES                      	01	ELDPH
0110101098	DIR - SIROPS                  	01101010	SIROPS                        	011010	BOISSONS                      	0110	LIQUIDES                      	01	ELDPH
0110101099	PDV - SIROPS                  	01101010	SIROPS                        	011010	BOISSONS                      	0110	LIQUIDES                      	01	ELDPH
0110101505	JUS FRUITS ET LEGUMES         	01101015	JUS ET NECTARS                	011010	BOISSONS                      	0110	LIQUIDES                      	01	ELDPH
0110101598	DIR - JUS ET NECTARS          	01101015	JUS ET NECTARS                	011010	BOISSONS                      	0110	LIQUIDES                      	01	ELDPH
0110101599	PDV - JUS ET NECTARS          	01101015	JUS ET NECTARS                	011010	BOISSONS                      	0110	LIQUIDES                      	01	ELDPH
0110102005	BIERES                        	01101020	BIERES PANACHES               	011010	BOISSONS                      	0110	LIQUIDES                      	01	ELDPH
0110102010	PANACHES                      	01101020	BIERES PANACHES               	011010	BOISSONS                      	0110	LIQUIDES                      	01	ELDPH
0110102020	BOISSONS ARO. ALCOOLISEES     	01101020	BIERES PANACHES               	011010	BOISSONS                      	0110	LIQUIDES                      	01	ELDPH
0110102098	DIR - BIERES PANACHES         	01101020	BIERES PANACHES               	011010	BOISSONS                      	0110	LIQUIDES                      	01	ELDPH
0110102099	PDV - BIERES PANACHES         	01101020	BIERES PANACHES               	011010	BOISSONS                      	0110	LIQUIDES                      	01	ELDPH
0110102505	CIDRE                         	01101025	CIDRES                        	011010	BOISSONS                      	0110	LIQUIDES                      	01	ELDPH
0110102598	DIR - CIDRES                  	01101025	CIDRES                        	011010	BOISSONS                      	0110	LIQUIDES                      	01	ELDPH
0110102599	PDV - CIDRES                  	01101025	CIDRES                        	011010	BOISSONS                      	0110	LIQUIDES                      	01	ELDPH
0110103005	EAUX                          	01101030	EAUX                          	011010	BOISSONS                      	0110	LIQUIDES                      	01	ELDPH
0110103098	DIR - EAUX                    	01101030	EAUX                          	011010	BOISSONS                      	0110	LIQUIDES                      	01	ELDPH
0110103099	PDV - EAUX                    	01101030	EAUX                          	011010	BOISSONS                      	0110	LIQUIDES                      	01	ELDPH
0110110505	VINS DE TABLE                 	01101105	VINS COURANTS                 	011011	VINS                          	0110	LIQUIDES                      	01	ELDPH
0110110510	VINS DE PAYS                  	01101105	VINS COURANTS                 	011011	VINS                          	0110	LIQUIDES                      	01	ELDPH
0110110598	DIR - VINS COURANTS           	01101105	VINS COURANTS                 	011011	VINS                          	0110	LIQUIDES                      	01	ELDPH
0110110599	PDV - VINS COURANTS           	01101105	VINS COURANTS                 	011011	VINS                          	0110	LIQUIDES                      	01	ELDPH
0110111010	AOC                           	01101110	VINS AOC                      	011011	VINS                          	0110	LIQUIDES                      	01	ELDPH
0110111098	DIR - VINS AOC                	01101110	VINS AOC                      	011011	VINS                          	0110	LIQUIDES                      	01	ELDPH
0110111099	PDV - VINS AOC                	01101110	VINS AOC                      	011011	VINS                          	0110	LIQUIDES                      	01	ELDPH
0110111505	CHAMPAGNES                    	01101115	CHAMPAGNES MOUSSEUX           	011011	VINS                          	0110	LIQUIDES                      	01	ELDPH
0110111510	MOUSSEUX                      	01101115	CHAMPAGNES MOUSSEUX           	011011	VINS                          	0110	LIQUIDES                      	01	ELDPH
0110111515	COCKTAIL A BASE DE VIN        	01101115	CHAMPAGNES MOUSSEUX           	011011	VINS                          	0110	LIQUIDES                      	01	ELDPH
0110111598	DIR - CHAMPAGNES MOUSSEUX     	01101115	CHAMPAGNES MOUSSEUX           	011011	VINS                          	0110	LIQUIDES                      	01	ELDPH
0110111599	PDV - CHAMPAGNES MOUSSEUX     	01101115	CHAMPAGNES MOUSSEUX           	011011	VINS                          	0110	LIQUIDES                      	01	ELDPH
0110120505	SANS ALCOOL                   	01101205	APERITIFS                     	011012	SPIRITUEUX                    	0110	LIQUIDES                      	01	ELDPH
0110120510	ANISES                        	01101205	APERITIFS                     	011012	SPIRITUEUX                    	0110	LIQUIDES                      	01	ELDPH
0110120515	A BASE DE VIN                 	01101205	APERITIFS                     	011012	SPIRITUEUX                    	0110	LIQUIDES                      	01	ELDPH
0110120520	AMERS                         	01101205	APERITIFS                     	011012	SPIRITUEUX                    	0110	LIQUIDES                      	01	ELDPH
0110120525	VINS DOUX NATURELS            	01101205	APERITIFS                     	011012	SPIRITUEUX                    	0110	LIQUIDES                      	01	ELDPH
0110120530	GUIGNOLET                     	01101205	APERITIFS                     	011012	SPIRITUEUX                    	0110	LIQUIDES                      	01	ELDPH
0110120535	VINS DE LIQUEURS              	01101205	APERITIFS                     	011012	SPIRITUEUX                    	0110	LIQUIDES                      	01	ELDPH
0110120540	PUNCHS ET COCKTAILS           	01101205	APERITIFS                     	011012	SPIRITUEUX                    	0110	LIQUIDES                      	01	ELDPH
0110120545	LIQUEURS BASE DE COCKTAIL     	01101205	APERITIFS                     	011012	SPIRITUEUX                    	0110	LIQUIDES                      	01	ELDPH
0110120550	PREMIX & COCKTAIL INDIVIDUEL  	01101205	APERITIFS                     	011012	SPIRITUEUX                    	0110	LIQUIDES                      	01	ELDPH
0110120598	DIR - APERITIFS               	01101205	APERITIFS                     	011012	SPIRITUEUX                    	0110	LIQUIDES                      	01	ELDPH
0110120599	PDV - APERITIFS               	01101205	APERITIFS                     	011012	SPIRITUEUX                    	0110	LIQUIDES                      	01	ELDPH
0110121005	WHISKIES                      	01101210	ALCOOLS                       	011012	SPIRITUEUX                    	0110	LIQUIDES                      	01	ELDPH
0110121010	ALCOOL BLANC                  	01101210	ALCOOLS                       	011012	SPIRITUEUX                    	0110	LIQUIDES                      	01	ELDPH
0110121020	RHUM                          	01101210	ALCOOLS                       	011012	SPIRITUEUX                    	0110	LIQUIDES                      	01	ELDPH
0110121025	LIQUEURS ET CREMES            	01101210	ALCOOLS                       	011012	SPIRITUEUX                    	0110	LIQUIDES                      	01	ELDPH
0110121030	DIGESTIFS                     	01101210	ALCOOLS                       	011012	SPIRITUEUX                    	0110	LIQUIDES                      	01	ELDPH
0110121035	COFFRET MINIATURE             	01101210	ALCOOLS                       	011012	SPIRITUEUX                    	0110	LIQUIDES                      	01	ELDPH
0110121055	COFFRET MINIATURES            	01101210	ALCOOLS                       	011012	SPIRITUEUX                    	0110	LIQUIDES                      	01	ELDPH
0110121098	DIR - ALCOOLS                 	01101210	ALCOOLS                       	011012	SPIRITUEUX                    	0110	LIQUIDES                      	01	ELDPH
0110121099	PDV - ALCOOLS                 	01101210	ALCOOLS                       	011012	SPIRITUEUX                    	0110	LIQUIDES                      	01	ELDPH
0110999999	-LIQUIDES                     	01109999	-LIQUIDES                     	011099	-LIQUIDES                     	0110	LIQUIDES                      	01	ELDPH
